time,cloud_fraction,cloud_fraction_true,n_clouds,n_clouds_true
2026-09-04 15:00:00,0.5001068115234375,0.9832916259765625,4,21
2026-09-04 16:00:00,0.15985107421875,1.0,3,4
2026-09-04 18:00:00,0.6975860595703125,1.0,5,8
2026-09-04 19:00:00,0.2560272216796875,0.8916778564453125,2,31
2026-09-04 20:00:00,0.36962890625,0.8895721435546875,3,32
2026-09-04 21:00:00,0.068084716796875,0.87701416015625,6,34
2026-09-04 22:00:00,0.8086090087890625,0.9490814208984375,6,20
2026-09-04 23:00:00,0.8661651611328125,0.979400634765625,5,21
2026-09-05 00:00:00,0.609375,0.4533233642578125,9,22
2026-09-05 01:00:00,0.6374969482421875,0.5723724365234375,3,11
2026-09-05 02:00:00,0.0137176513671875,0.5467071533203125,2,12
2026-09-05 03:00:00,0.4965362548828125,0.5307769775390625,3,12
2026-09-05 04:00:00,0.5554656982421875,0.52984619140625,4,19
2026-09-05 05:00:00,0.1277313232421875,0.5191192626953125,3,21
2026-09-05 06:00:00,0.56024169921875,0.5470123291015625,4,19
2026-09-05 07:00:00,0.487518310546875,0.6237335205078125,2,17
2026-09-05 08:00:00,0.568389892578125,0.762847900390625,1,13
2026-09-05 09:00:00,0.560760498046875,0.8102874755859375,1,13
2026-09-05 10:00:00,0.9963226318359375,1.0,3,10
2026-09-05 11:00:00,0.99609375,1.0,1,9
2026-09-05 12:00:00,0.919342041015625,1.0,1,13
2026-09-05 13:00:00,0.9922027587890625,1.0,2,15
2026-09-05 14:00:00,0.984375,1.0,1,9
2026-09-05 15:00:00,0.9475860595703125,1.0,2,7
2026-09-05 16:00:00,0.99609375,1.0,1,4
2026-09-05 18:00:00,0.98046875,1.0,3,5
2026-09-05 19:00:00,0.971771240234375,0.9625244140625,2,20
2026-09-05 20:00:00,0.96026611328125,1.0,3,22
2026-09-05 21:00:00,0.9665374755859375,1.0,2,14
2026-09-05 22:00:00,0.9577789306640625,0.9965667724609375,3,14
2026-09-05 23:00:00,0.950408935546875,1.0,3,17
2026-09-06 00:00:00,0.839385986328125,0.7488555908203125,3,29
2026-09-06 01:00:00,0.954193115234375,0.8212890625,3,27
2026-09-06 02:00:00,0.972381591796875,0.943359375,2,13
2026-09-06 03:00:00,0.862030029296875,0.8891448974609375,2,22
2026-09-06 04:00:00,0.8909149169921875,0.8730316162109375,8,24
2026-09-06 05:00:00,0.8977203369140625,0.8885650634765625,3,23
2026-09-06 06:00:00,0.9141845703125,0.9333038330078125,4,18
2026-09-06 07:00:00,0.804901123046875,1.0,1,16
2026-09-06 08:00:00,0.828125,1.0,2,10
2026-09-06 09:00:00,0.96875,1.0,1,13
2026-09-06 10:00:00,0.9609375,1.0,1,2
2026-09-06 11:00:00,0.984375,1.0,1,2
2026-09-06 12:00:00,0.97265625,1.0,1,3
2026-09-06 13:00:00,0.97265625,1.0,1,1
2026-09-06 14:00:00,0.97265625,1.0,1,4
2026-09-06 15:00:00,0.96484375,1.0,1,1
2026-09-06 16:00:00,0.97265625,1.0,1,2
2026-09-06 18:00:00,0.9765625,1.0,1,1
2026-09-06 19:00:00,0.98046875,1.0,1,8
2026-09-06 20:00:00,0.8311004638671875,1.0,1,11
2026-09-06 21:00:00,0.82672119140625,1.0,1,12
2026-09-06 22:00:00,0.7303466796875,0.99609375,1,10
2026-09-06 23:00:00,0.681732177734375,1.0,1,9
2026-09-07 00:00:00,0.967742919921875,1.0,2,11
2026-09-07 01:00:00,0.9727935791015625,1.0,3,8
2026-09-07 02:00:00,0.7104949951171875,1.0,1,11
2026-09-07 03:00:00,0.97265625,1.0,1,5
2026-09-07 04:00:00,0.953125,1.0,1,7
2026-09-07 05:00:00,0.98046875,1.0,1,2
2026-09-07 06:00:00,0.9765625,1.0,1,1
2026-09-07 07:00:00,0.98828125,1.0,1,4
2026-09-07 09:00:00,0.9765625,1.0,1,2
2026-09-07 10:00:00,0.98046875,1.0,1,2
2026-09-07 11:00:00,0.98828125,1.0,1,2
2026-09-07 12:00:00,0.98046875,1.0,1,2
2026-09-07 13:00:00,0.9765625,1.0,1,3
2026-09-07 14:00:00,0.96875,1.0,1,4
2026-09-07 15:00:00,0.94140625,1.0,1,3
2026-09-07 16:00:00,0.727691650390625,1.0,1,1
2026-09-07 18:00:00,0.96875,1.0,1,3
2026-09-07 19:00:00,0.98046875,1.0,1,2
2026-09-07 20:00:00,0.98828125,1.0,1,5
2026-09-07 21:00:00,0.99609375,1.0,1,4
2026-09-07 22:00:00,0.98828125,1.0,1,3
2026-09-07 23:00:00,0.984375,1.0,1,1
2026-09-08 00:00:00,0.9765625,1.0,1,3
2026-09-08 01:00:00,0.99609375,1.0,1,4
2026-09-08 02:00:00,0.81903076171875,1.0,1,5
2026-09-08 03:00:00,1.0,1.0,1,5
2026-09-08 04:00:00,0.98828125,1.0,2,9
2026-09-08 05:00:00,1.0,1.0,1,14
2026-09-08 06:00:00,0.984375,1.0,1,5
2026-09-08 07:00:00,0.98828125,1.0,2,4
2026-09-08 08:00:00,1.0,1.0,1,5
2026-09-08 09:00:00,0.98046875,1.0,1,1
2026-09-08 10:00:00,1.0,1.0,1,1
2026-09-08 11:00:00,1.0,1.0,1,2
2026-09-08 12:00:00,1.0,1.0,1,1
2026-09-08 13:00:00,1.0,1.0,1,1
2026-09-08 14:00:00,1.0,1.0,1,1
2026-09-08 15:00:00,1.0,1.0,1,1
2026-09-08 16:00:00,0.99609375,1.0,1,1
2026-09-08 18:00:00,0.98828125,1.0,1,3
2026-09-08 19:00:00,0.97607421875,1.0,2,4
2026-09-08 20:00:00,0.94305419921875,1.0,2,2
2026-09-08 21:00:00,0.98046875,1.0,1,3
2026-09-08 22:00:00,0.9453125,1.0,1,6
2026-09-08 23:00:00,0.9610748291015625,1.0,2,4
2026-09-09 00:00:00,0.9765625,1.0,1,9
2026-09-09 01:00:00,0.9921875,1.0,2,12
2026-09-09 02:00:00,0.95361328125,1.0,1,12
2026-09-09 03:00:00,0.836700439453125,1.0,2,10
2026-09-09 04:00:00,0.9688568115234375,1.0,2,10
2026-09-09 05:00:00,0.95703125,1.0,1,14
2026-09-09 06:00:00,0.96484375,1.0,1,11
2026-09-09 07:00:00,0.984375,1.0,1,11
2026-09-09 08:00:00,1.0,1.0,2,13
2026-09-09 09:00:00,1.0,1.0,2,8
2026-09-09 10:00:00,1.0,1.0,2,6
2026-09-09 11:00:00,1.0,1.0,2,6
2026-09-09 12:00:00,1.0,1.0,2,8
2026-09-09 13:00:00,1.0,1.0,2,6
2026-09-09 14:00:00,0.99609375,1.0,1,2
2026-09-09 15:00:00,0.984375,1.0,1,6
2026-09-09 16:00:00,0.98046875,1.0,1,1
2026-09-09 18:00:00,0.97265625,1.0,1,5
2026-09-09 19:00:00,0.95745849609375,1.0,1,4
2026-09-09 20:00:00,0.9151611328125,1.0,1,9
2026-09-09 21:00:00,0.98828125,1.0,1,6
2026-09-09 22:00:00,0.9921875,1.0,1,8
2026-09-09 23:00:00,0.903045654296875,1.0,1,3
2026-09-10 00:00:00,0.9296875,1.0,1,13
2026-09-10 01:00:00,0.69921875,0.83123779296875,1,14
2026-09-10 02:00:00,0.90789794921875,0.7885589599609375,2,13
2026-09-10 03:00:00,0.6392059326171875,0.7590789794921875,6,25
2026-09-10 04:00:00,0.666656494140625,0.7121124267578125,8,41
2026-09-10 05:00:00,0.066558837890625,0.6610565185546875,9,32
2026-09-10 06:00:00,0.1021728515625,0.7567901611328125,10,31
2026-09-10 07:00:00,0.872650146484375,0.8404693603515625,4,23
2026-09-10 09:00:00,1.0,1.0,5,12
2026-09-10 10:00:00,1.0,1.0,2,3
2026-09-10 11:00:00,0.98828125,1.0,1,9
2026-09-10 12:00:00,0.98046875,1.0,1,6
2026-09-10 13:00:00,0.984375,1.0,1,3
2026-09-10 14:00:00,0.98046875,1.0,3,8
2026-09-10 15:00:00,0.98046875,1.0,1,11
2026-09-10 16:00:00,1.0,1.0,1,3
2026-09-10 18:00:00,0.989013671875,1.0,2,5
2026-09-10 19:00:00,0.98046875,1.0,2,8
2026-09-10 20:00:00,0.98828125,1.0,2,7
2026-09-10 21:00:00,0.96875,1.0,3,9
2026-09-10 22:00:00,0.97265625,1.0,2,10
2026-09-10 23:00:00,0.953125,1.0,3,14
2026-09-11 00:00:00,0.90472412109375,0.851348876953125,3,25
2026-09-11 01:00:00,0.9384613037109375,1.0,2,15
2026-09-11 02:00:00,0.859100341796875,0.89471435546875,2,17
2026-09-11 03:00:00,0.89398193359375,1.0,5,19
2026-09-11 04:00:00,0.8590087890625,0.859527587890625,4,26
2026-09-11 05:00:00,0.858673095703125,0.83160400390625,3,19
2026-09-11 06:00:00,0.8187103271484375,0.86016845703125,3,14
2026-09-11 07:00:00,0.83331298828125,0.793701171875,2,13
2026-09-11 08:00:00,0.84930419921875,0.844970703125,3,11
2026-09-11 09:00:00,0.7877044677734375,0.8515625,2,11
2026-09-11 10:00:00,0.75238037109375,0.83984375,3,8
2026-09-11 11:00:00,0.854034423828125,0.8199310302734375,4,12
2026-09-11 12:00:00,0.8821563720703125,0.84649658203125,3,15
2026-09-11 13:00:00,0.871185302734375,0.848602294921875,4,11
2026-09-11 14:00:00,0.84423828125,0.8734588623046875,4,13
2026-09-11 15:00:00,0.870361328125,0.8875579833984375,1,9
2026-09-11 16:00:00,0.83026123046875,0.8183746337890625,3,11
2026-09-11 18:00:00,0.844879150390625,0.8126220703125,2,7
2026-09-11 19:00:00,0.8336639404296875,0.8058013916015625,3,14
2026-09-11 20:00:00,0.7979888916015625,0.7870025634765625,3,15
2026-09-11 21:00:00,0.796234130859375,0.80859375,3,6
2026-09-11 22:00:00,0.77716064453125,0.757354736328125,3,12
2026-09-11 23:00:00,0.7906341552734375,0.76953125,2,3
2026-09-12 00:00:00,0.801300048828125,0.702789306640625,4,12
2026-09-12 01:00:00,0.7575531005859375,0.76953125,2,2
2026-09-12 02:00:00,0.7537841796875,0.74609375,1,4
2026-09-12 03:00:00,0.720703125,0.73883056640625,1,3
2026-09-12 04:00:00,0.7349395751953125,0.67767333984375,1,8
2026-09-12 05:00:00,0.76068115234375,0.70166015625,3,10
2026-09-12 06:00:00,0.742828369140625,0.65020751953125,2,7
2026-09-12 07:00:00,0.675323486328125,0.651885986328125,2,17
2026-09-12 08:00:00,0.7372894287109375,0.7308502197265625,3,7
2026-09-12 10:00:00,0.73944091796875,0.73541259765625,5,9
2026-09-12 11:00:00,0.755859375,0.7994384765625,5,6
2026-09-12 12:00:00,0.780975341796875,0.7988739013671875,4,14
2026-09-12 13:00:00,0.7568359375,0.7665863037109375,2,12
2026-09-12 14:00:00,0.7274017333984375,0.7374725341796875,1,11
2026-09-12 15:00:00,0.7081146240234375,0.76629638671875,2,14
2026-09-12 16:00:00,0.58001708984375,0.73297119140625,1,6
2026-09-12 18:00:00,0.6957855224609375,0.7149505615234375,5,6
2026-09-12 19:00:00,0.6816558837890625,0.718780517578125,4,12
2026-09-12 20:00:00,0.6806182861328125,0.687774658203125,3,11
2026-09-12 21:00:00,0.00390625,0.693359375,1,12
2026-09-12 22:00:00,0.0,0.64556884765625,0,16
2026-09-12 23:00:00,0.63580322265625,0.667144775390625,4,10
2026-09-13 00:00:00,0.2890472412109375,0.5559844970703125,3,24
2026-09-13 01:00:00,0.6302947998046875,0.5724945068359375,4,15
2026-09-13 02:00:00,0.531097412109375,0.565399169921875,5,17
2026-09-13 03:00:00,0.4722747802734375,0.5424346923828125,4,23
2026-09-13 04:00:00,0.5289306640625,0.5623626708984375,5,16
2026-09-13 05:00:00,0.45672607421875,0.54742431640625,5,20
2026-09-13 06:00:00,0.5368194580078125,0.538299560546875,7,26
2026-09-13 07:00:00,0.5285186767578125,0.5253143310546875,5,28
2026-09-13 08:00:00,0.602325439453125,0.5273284912109375,4,23
2026-09-13 09:00:00,0.5018768310546875,0.5207672119140625,3,20
2026-09-13 10:00:00,0.5845794677734375,0.738616943359375,3,7
2026-09-13 11:00:00,0.4230804443359375,0.7718658447265625,2,12
2026-09-13 12:00:00,0.411712646484375,1.0,3,16
2026-09-13 13:00:00,0.447021484375,1.0,4,14
2026-09-13 14:00:00,0.4375152587890625,1.0,6,13
2026-09-13 15:00:00,0.6389617919921875,1.0,7,9
2026-09-13 16:00:00,0.6703338623046875,1.0,4,9
2026-09-13 19:00:00,0.524078369140625,1.0,4,12
2026-09-13 20:00:00,0.5096282958984375,1.0,6,11
2026-09-13 21:00:00,0.49560546875,1.0,6,14
2026-09-13 22:00:00,0.0054931640625,1.0,1,6
2026-09-13 23:00:00,0.005950927734375,1.0,1,13
2026-09-14 00:00:00,0.1473236083984375,0.8490142822265625,3,21
2026-09-14 01:00:00,0.8828125,0.8228912353515625,2,18
2026-09-14 02:00:00,0.8125,0.8269500732421875,4,15
2026-09-14 03:00:00,0.01324462890625,0.802459716796875,1,27
2026-09-14 04:00:00,0.005340576171875,0.72869873046875,2,24
2026-09-14 05:00:00,0.03363037109375,0.726593017578125,4,25
2026-09-14 06:00:00,0.4940185546875,0.7308349609375,1,20
2026-09-14 07:00:00,0.516357421875,0.7223968505859375,3,14
2026-09-14 08:00:00,0.5749359130859375,0.7392425537109375,6,12
2026-09-14 09:00:00,0.549346923828125,0.6950531005859375,4,13
2026-09-14 10:00:00,0.54815673828125,0.7091217041015625,8,8
2026-09-14 11:00:00,0.5369873046875,0.6649017333984375,5,14
2026-09-14 12:00:00,0.505035400390625,0.657470703125,1,11
2026-09-14 13:00:00,0.5073394775390625,0.5757598876953125,4,18
2026-09-14 14:00:00,0.5525360107421875,0.67578125,7,14
2026-09-14 15:00:00,0.0460357666015625,0.6732177734375,4,12
2026-09-14 16:00:00,0.0526275634765625,0.76739501953125,5,18
2026-09-14 18:00:00,0.94921875,0.9482574462890625,3,8
2026-09-14 19:00:00,0.0080108642578125,1.0,1,6
2026-09-14 20:00:00,0.034149169921875,1.0,2,11
2026-09-14 21:00:00,0.0,1.0,0,3
2026-09-14 22:00:00,0.0,0.840911865234375,0,12
2026-09-14 23:00:00,0.50146484375,0.89715576171875,4,5
2026-09-15 00:00:00,0.0,0.8004302978515625,0,15
2026-09-15 01:00:00,0.949554443359375,0.8633575439453125,1,13
2026-09-15 02:00:00,0.9156646728515625,1.0,2,9
2026-09-15 03:00:00,0.904632568359375,1.0,2,21
2026-09-15 04:00:00,0.897125244140625,0.997833251953125,2,21
2026-09-15 05:00:00,0.94921875,0.9514617919921875,2,18
2026-09-15 06:00:00,0.928009033203125,0.7796783447265625,4,27
2026-09-15 07:00:00,0.91015625,0.8236846923828125,3,20
2026-09-15 08:00:00,0.9699554443359375,0.8341827392578125,4,18
2026-09-15 09:00:00,0.9482574462890625,0.9657135009765625,7,17
2026-09-15 10:00:00,0.9119873046875,1.0,7,17
2026-09-15 11:00:00,0.922943115234375,1.0,7,14
2026-09-15 12:00:00,0.89215087890625,1.0,5,8
2026-09-15 13:00:00,0.03399658203125,0.9188995361328125,3,11
2026-09-15 14:00:00,0.807159423828125,0.9948577880859375,7,10
2026-09-15 15:00:00,0.97607421875,0.9592742919921875,5,12
2026-09-15 16:00:00,0.9925994873046875,1.0,8,7
2026-09-15 18:00:00,0.97900390625,1.0,4,8
2026-09-15 19:00:00,0.9453125,1.0,3,7
2026-09-15 20:00:00,0.97265625,1.0,2,3
2026-09-15 21:00:00,0.9765625,1.0,2,6
2026-09-15 22:00:00,0.0314178466796875,1.0,2,9
2026-09-15 23:00:00,0.891357421875,1.0,3,13
2026-09-16 00:00:00,0.97265625,0.9329986572265625,2,19
2026-09-16 01:00:00,0.874603271484375,1.0,3,9
2026-09-16 02:00:00,0.94921875,0.9375,5,7
2026-09-16 03:00:00,0.003173828125,0.830352783203125,1,20
2026-09-16 04:00:00,0.0,0.8014068603515625,0,17
2026-09-16 05:00:00,0.022247314453125,0.848297119140625,4,20
